City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
345,Valenca Do Piaui,BR,-6.4075,-41.7456,95.7,23,55,2.95,broken clouds
346,Catia La Mar,VE,10.6038,-67.0303,88.99,70,40,5.75,scattered clouds
347,Williams Lake,CA,52.1415,-122.1445,24.37,78,75,9.22,broken clouds
348,Constitucion,CL,-35.3333,-72.4167,66.02,48,0,19.62,clear sky
349,Madisonville,US,37.3281,-87.4989,38.95,26,0,1.99,clear sky
350,Berlevag,NO,70.8578,29.0864,35.6,80,75,11.5,broken clouds
351,Vydrino,RU,51.485,104.8461,25.14,54,100,7.7,overcast clouds
352,Pignon,HT,19.3333,-72.1167,85.82,44,0,7.87,clear sky
353,Tiznit,MA,29.5833,-9.5,64.87,45,0,0.36,clear sky
354,Banamba,ML,13.55,-7.45,79.39,21,60,8.3,broken clouds
355,Mabaruma,GY,8.2,-59.7833,82.56,73,38,5.88,scattered clouds
356,Roros,NO,62.5747,11.3842,17.98,87,6,4.92,clear sky
357,Araouane,ML,18.9048,-3.5265,78.85,15,29,10.22,scattered clouds
358,Tasiilaq,GL,65.6145,-37.6368,39.36,85,100,14.47,moderate rain
359,Prestea,GH,5.4327,-2.1428,76.1,91,100,4.52,light rain
360,Calbuco,CL,-41.768,-73.1273,60.01,55,0,16.6,clear sky
361,Gnjilane,XK,42.4604,21.4699,50.14,90,100,6.8,light rain
362,Husavik,IS,66.0449,-17.3389,43.74,77,100,15.28,overcast clouds
363,Caravelas,BR,-17.7125,-39.2481,74.25,89,100,4.14,overcast clouds
364,Pauini,BR,-7.7136,-66.9764,92.73,44,86,4.27,overcast clouds
365,Tarauaca,BR,-8.1614,-70.7656,88.38,56,100,2.68,overcast clouds
366,Mount Gambier,AU,-37.8333,140.7667,43.61,87,100,19.98,overcast clouds
367,Wamba,NG,8.9333,8.6,79.41,29,10,2.08,clear sky
368,Hami,CN,42.8,93.45,34.88,46,97,2.89,overcast clouds
369,Baruun-Urt,MN,46.6806,113.2792,9.36,74,0,7.7,clear sky
370,Turukhansk,RU,65.8167,87.9833,-8.95,92,100,5.57,overcast clouds
371,Kirkwood,US,38.5834,-90.4068,41.59,39,0,11.5,clear sky
372,Puerto Salgar,CO,5.463,-74.6544,88.52,65,20,1.83,few clouds
373,Fernie,CA,49.5,-115.0687,28.49,82,100,3.76,overcast clouds
374,Lorengau,PG,-2.0226,147.2712,81.32,72,94,9.15,overcast clouds
375,Sambava,MG,-14.2667,50.1667,74.17,79,1,5.21,clear sky
376,Mataram,ID,-8.5833,116.1167,79.61,83,100,4.47,overcast clouds
377,Laguna,US,38.421,-121.4238,66.09,45,0,5.75,clear sky
378,Guanica,PR,17.9716,-66.908,87.13,77,14,12.33,few clouds
379,Inhambane,MZ,-23.865,35.3833,74.05,58,71,15.01,broken clouds
380,Dakar,SN,14.6937,-17.4441,81.48,65,0,9.22,clear sky
381,Swellendam,ZA,-34.0226,20.4417,61.72,73,4,5.64,clear sky
382,Vila Franca Do Campo,PT,37.7167,-25.4333,66.61,90,98,13.35,overcast clouds
383,The Valley,AI,18.217,-63.0578,81.82,78,40,14.97,scattered clouds
384,Burnie,AU,-41.0667,145.9167,41.94,86,100,13.38,overcast clouds
385,Manggar,ID,-2.8833,108.2667,78.94,84,98,5.93,overcast clouds
386,Barranca,PE,-10.75,-77.7667,68.49,70,100,8.37,overcast clouds
387,Ferme-Neuve,CA,46.7001,-75.4493,19.4,45,100,13.42,overcast clouds
388,Morondava,MG,-20.2833,44.2833,81.97,72,1,11.52,clear sky
389,Quatre Cocos,MU,-20.2078,57.7625,75.31,73,0,6.15,clear sky
390,Manado,ID,1.487,124.8455,75.97,94,40,1.14,scattered clouds
391,Port Macquarie,AU,-31.4333,152.9167,60.89,52,100,6.42,overcast clouds
392,Puerto Escondido,MX,15.85,-97.0667,86.83,58,20,8.05,few clouds
393,Pacifica,US,37.6138,-122.4869,62.4,46,40,15.01,scattered clouds
394,Desna,UA,50.9273,30.7605,26.85,97,100,11.16,light snow
395,Taltal,CL,-25.4,-70.4833,65.43,71,24,4.27,few clouds
396,Marinhais,PT,39.0473,-8.7024,62.28,91,81,5.61,broken clouds
397,Iseyin,NG,7.9667,3.6,82.72,37,87,1.39,overcast clouds
398,Kargasok,RU,59.0556,80.8572,-13.63,97,75,8.28,broken clouds
399,Changde,CN,29.0464,111.6783,63.16,81,98,4.92,overcast clouds
400,Faridabad,IN,28.4333,77.3167,64.65,24,0,5.26,clear sky
401,Khani,GE,41.9563,42.9566,47.77,63,100,6.17,overcast clouds
402,Angoche,MZ,-16.2325,39.9086,78.8,79,4,12.68,clear sky
403,Bumba,CD,2.1833,22.4667,73.94,83,23,1.61,few clouds
404,Chumikan,RU,54.7183,135.315,22.08,93,100,11.1,overcast clouds
405,Penzance,GB,50.1186,-5.5371,50.68,71,100,12.66,overcast clouds
406,Ulaangom,MN,49.9811,92.0667,9.75,90,83,3.8,broken clouds
407,Vasilyevskiy Mokh,RU,57.0132,35.919,18.05,94,97,2.21,overcast clouds
408,Dawei,MM,14.0833,98.2,73.81,88,75,4.03,broken clouds
409,Koumac,NC,-20.5667,164.2833,75.51,84,2,2.8,clear sky
410,Bolshaya Rechka,RU,51.9503,104.7355,17.87,86,100,6.06,overcast clouds
411,Amga,RU,60.8953,131.9608,-16.15,99,90,2.8,overcast clouds
412,Paamiut,GL,61.994,-49.6678,26.38,85,100,18.34,overcast clouds
413,Dhidhdhoo,MV,6.8833,73.1,77.61,86,94,10.98,light rain
414,Wilmington,US,34.2257,-77.9447,50.0,40,0,10.36,clear sky
415,Antalaha,MG,-14.9003,50.2788,72.88,85,34,4.9,scattered clouds
416,Itarema,BR,-2.9248,-39.9167,83.23,67,58,18.25,broken clouds
417,Ketchikan,US,55.3422,-131.6461,41.29,95,100,3.91,light rain
418,Moorhead,US,46.8739,-96.7676,24.98,70,0,5.75,clear sky
419,Bukama,CD,-9.2,25.85,70.32,85,14,1.66,few clouds
420,Kieta,PG,-6.2167,155.6333,78.19,82,48,2.44,scattered clouds
421,Svetlogorsk,BY,52.6333,29.7333,25.48,96,100,10.96,snow
422,Thyolo,MW,-16.0678,35.1405,73.99,61,30,14.2,scattered clouds
423,Conceicao Do Araguaia,BR,-8.2578,-49.2647,84.7,64,17,3.65,few clouds
424,Pacific Grove,US,36.6177,-121.9166,68.38,41,0,3.44,clear sky
425,Ucluelet,CA,48.9329,-125.5528,45.09,77,100,8.68,overcast clouds
426,Fortuna,US,40.5982,-124.1573,59.94,64,0,5.75,clear sky
427,Nyurba,RU,63.2842,118.3319,-19.73,100,97,3.44,overcast clouds
428,Tateyama,JP,34.9833,139.8667,54.1,87,100,11.32,light rain
429,Ternate,ID,0.8,127.4,80.76,80,100,3.62,overcast clouds
430,Moron,AR,-34.6534,-58.6198,80.01,53,100,14.54,overcast clouds
431,Oistins,BB,13.0667,-59.5333,84.29,70,20,23.02,few clouds
432,Bassila,BJ,9.0081,1.6654,80.53,28,34,3.42,scattered clouds
433,Pitsunda,GE,43.1592,40.3378,60.98,68,100,8.14,overcast clouds
434,Saint-Pierre,RE,-21.3393,55.4781,74.88,73,100,0.0,overcast clouds
435,Mount Isa,AU,-20.7333,139.5,76.77,22,100,10.36,overcast clouds
436,Lappeenranta,FI,61.0587,28.1887,27.79,93,100,6.91,light snow
437,Ust-Ishim,RU,57.6935,71.1665,7.97,99,100,2.19,overcast clouds
438,Altamira,BR,-3.2033,-52.2064,87.89,62,40,6.91,scattered clouds
439,Linhai,CN,28.85,121.1167,64.92,70,89,0.65,overcast clouds
440,Deputatskiy,RU,69.3,139.9,-21.48,91,89,1.5,overcast clouds
441,Wadi Musa,JO,30.3222,35.4793,55.35,57,0,14.09,clear sky
442,Alta,NO,69.9689,23.2717,7.86,78,0,1.14,clear sky
443,Patterson,US,37.4716,-121.1297,56.01,58,3,3.74,clear sky
444,Kahului,US,20.8947,-156.47,79.84,79,20,10.36,few clouds
445,Lao Cai,VN,22.4833,103.95,72.12,97,92,1.48,overcast clouds
446,Berberati,CF,4.2612,15.7922,74.39,51,100,2.84,overcast clouds
447,Yatou,CN,37.15,122.3833,56.17,77,100,4.52,overcast clouds
448,Trairi,BR,-3.2778,-39.2689,83.12,66,58,15.12,broken clouds
449,Vila Velha,BR,-20.3297,-40.2925,78.75,84,0,8.05,clear sky
450,Wakkanai,JP,45.4094,141.6739,47.71,86,100,19.15,moderate rain
451,Harnosand,SE,62.6323,17.9379,30.99,73,94,18.03,overcast clouds
452,Sohag,EG,26.557,31.6948,71.58,25,44,5.39,scattered clouds
453,Anadyr,RU,64.75,177.4833,-12.5,77,0,13.42,clear sky
454,Requena,ES,39.4883,-1.1004,54.52,71,72,9.04,broken clouds
455,Margate,GB,51.3813,1.3862,44.87,88,90,1.99,overcast clouds
456,Isangel,VU,-19.55,169.2667,78.66,82,10,3.69,clear sky
457,Port Moresby,PG,-9.4431,147.1797,74.62,94,40,5.75,scattered clouds
458,Luanda,AO,-8.8368,13.2343,78.12,77,2,10.33,clear sky
459,Ahuimanu,US,21.4447,-157.8378,80.31,71,40,14.97,scattered clouds
460,Zyryanka,RU,65.75,150.85,-31.86,96,31,5.77,scattered clouds
461,Maibong,IN,25.3,93.1667,61.99,76,96,0.98,overcast clouds
462,Baie-Comeau,CA,49.2168,-68.1489,28.08,93,100,0.0,overcast clouds
463,Kolosovka,RU,56.4678,73.611,9.81,96,100,5.95,overcast clouds
464,Poso,ID,-1.3959,120.7524,77.11,86,100,4.0,overcast clouds
465,Naze,JP,28.3667,129.4833,70.72,83,14,3.27,few clouds
466,Carauari,BR,-4.8828,-66.8958,86.79,66,93,2.3,overcast clouds
467,Ventspils,LV,57.3894,21.5606,26.53,93,100,10.36,overcast clouds
468,Taoudenni,ML,22.6783,-3.9836,77.11,10,0,12.19,clear sky
469,Kayerkan,RU,69.3497,87.7602,-8.48,76,99,3.91,overcast clouds
470,Malaryta,BY,51.7905,24.074,29.44,94,100,5.14,overcast clouds
471,Itaituba,BR,-4.2761,-55.9836,93.36,49,20,5.75,few clouds
472,Hofn,IS,64.2539,-15.2082,44.31,83,95,5.32,overcast clouds
473,Borzya,RU,50.3833,116.5167,-7.56,98,29,1.5,scattered clouds
474,Puerto Carreno,CO,6.189,-67.4859,89.85,56,21,9.42,few clouds
475,Shenjiamen,CN,29.9576,122.298,60.91,77,0,4.18,clear sky
476,Normandin,CA,48.8333,-72.5321,26.91,86,99,11.5,overcast clouds
477,Ordynskoye,RU,54.3656,81.8994,9.16,84,100,14.45,overcast clouds
478,Alyangula,AU,-13.8483,136.4192,84.4,69,99,8.48,overcast clouds
479,Havoysund,NO,70.9963,24.6622,35.83,65,0,2.77,clear sky
480,Yueyang,CN,29.3333,113.0919,62.96,75,100,1.99,overcast clouds
481,Toowoomba,AU,-27.55,151.9667,59.25,72,61,1.99,broken clouds
482,Carutapera,BR,-1.195,-46.02,85.3,62,100,9.08,overcast clouds
483,Aden,YE,12.7794,45.0367,79.77,78,63,11.25,broken clouds
484,Christchurch,NZ,-43.5333,172.6333,58.48,91,75,6.91,broken clouds
485,Kloulklubed,PW,7.0419,134.2556,73.9,77,63,6.8,broken clouds
486,Staryy Nadym,RU,65.6118,72.6842,-1.66,92,100,15.7,overcast clouds
487,Mawlaik,MM,23.6333,94.4167,66.31,71,50,1.45,scattered clouds
488,Haimen,CN,23.1935,116.6142,67.89,88,22,14.58,few clouds
489,Lagoa,PT,39.05,-27.9833,64.58,93,100,23.33,light rain
490,Talakan,RU,50.3167,130.3667,9.52,97,82,5.03,broken clouds
491,Hlotse,LS,-28.8718,28.045,60.51,28,39,2.71,scattered clouds
492,Catuday,PH,16.2923,119.8062,78.73,75,100,11.68,overcast clouds
493,Sobolevo,RU,54.4299,31.8996,19.69,92,100,7.72,overcast clouds
494,Koslan,RU,63.4564,48.8989,25.52,96,100,5.95,overcast clouds
495,Aykhal,RU,66.0,111.5,-21.51,100,67,5.68,broken clouds
496,Shingu,JP,33.7333,135.9833,62.42,94,100,12.66,overcast clouds
497,Hit,IQ,33.6416,42.8251,63.9,52,0,10.71,clear sky
498,Mingaora,PK,34.7758,72.3625,51.31,45,0,7.96,clear sky
499,Grindavik,IS,63.8424,-22.4338,41.47,81,40,16.11,scattered clouds
500,Yate,GB,51.5407,-2.4184,48.11,87,76,7.94,broken clouds
501,Huayucachi,PE,-12.1333,-75.2333,70.57,28,100,3.76,overcast clouds
502,Sitka,US,57.0531,-135.33,48.09,71,100,9.22,overcast clouds
503,Hornepayne,CA,49.2138,-84.7705,11.57,56,10,8.28,clear sky
504,Amiens,FR,49.9,2.3,46.26,93,20,11.43,light rain
505,Merrill,US,45.1805,-89.6835,25.9,65,0,8.05,clear sky
506,Banda Aceh,ID,5.5577,95.3222,78.98,81,100,11.95,overcast clouds
507,Santa Engracia,ES,41.9406,-1.3245,54.14,75,100,4.83,overcast clouds
508,Vagur,FO,61.4732,-6.8119,46.99,82,100,24.56,light rain
509,Culebra,PR,18.303,-65.301,86.09,82,5,14.0,clear sky
510,Caldas Da Rainha,PT,39.4033,-9.1384,62.29,95,99,5.99,overcast clouds
511,Popondetta,PG,-8.7537,148.2534,73.36,94,92,2.44,overcast clouds
512,Marzuq,YE,14.4,46.4667,67.77,47,87,1.45,overcast clouds
513,Palmer,US,42.1584,-72.3287,35.62,28,40,17.27,scattered clouds
514,Zabol,AF,32.25,67.25,43.9,46,0,6.89,clear sky
515,Puerto Guzman,CO,0.9703,-76.5858,85.77,67,77,1.54,broken clouds
516,Khandbari,NP,27.3747,87.2039,57.52,69,0,3.83,clear sky
517,Coihaique,CL,-45.5752,-72.0662,59.61,41,20,8.05,few clouds
518,Mizan Teferi,ET,6.9833,35.5833,60.06,93,94,2.44,overcast clouds
519,Portland,US,45.5234,-122.6762,47.77,52,0,5.99,clear sky
520,Saint-Marc,HT,19.1082,-72.6938,84.38,61,7,7.63,clear sky
521,Pangnirtung,CA,66.1451,-65.7125,8.6,40,0,6.91,clear sky
522,Mutoko,ZW,-17.397,32.2268,75.24,45,3,7.52,clear sky
523,Iralaya,HN,15.0,-83.2333,82.58,72,100,9.86,light rain
524,Xixiang,CN,35.1628,112.865,59.13,68,100,5.17,overcast clouds
525,Soe,ID,-9.8607,124.284,67.62,89,100,2.33,overcast clouds
526,Kazachinskoye,RU,57.6953,93.2761,6.19,86,100,8.08,overcast clouds
527,Peace River,CA,56.2501,-117.286,39.51,60,100,0.0,overcast clouds
528,Sawakin,SD,19.1059,37.3321,81.68,71,15,7.16,few clouds
529,Igrim,RU,63.1906,64.4162,12.83,94,100,8.34,overcast clouds
530,Ussel,FR,45.55,2.3167,40.87,96,100,3.87,overcast clouds
531,Naryan-Mar,RU,67.6713,53.087,33.64,96,100,14.88,overcast clouds
532,Abeche,TD,13.8292,20.8324,77.77,13,8,9.26,clear sky
533,Totness,SR,5.8833,-56.3167,80.58,79,100,11.97,overcast clouds
534,Kiunga,PG,-6.1219,141.2906,73.67,100,100,0.63,moderate rain
535,Roma,US,43.2128,-75.4557,31.73,60,100,18.41,overcast clouds
536,Ust-Nera,RU,64.5667,143.2,-12.55,99,100,4.45,overcast clouds
537,Nantucket,US,41.2835,-70.0995,41.09,38,40,18.41,scattered clouds
538,Olinda,BR,-8.0089,-34.8553,82.13,65,40,9.22,scattered clouds
539,Bubaque,GW,11.2833,-15.8333,81.9,39,18,5.59,few clouds
540,Herat,AF,34.5,62.0,51.12,49,0,10.36,clear sky
541,Sinnamary,GF,5.3833,-52.95,83.3,69,100,10.83,overcast clouds
542,Mogadishu,SO,2.0371,45.3438,79.75,79,58,10.71,broken clouds
543,Mandali,IQ,33.7499,45.5541,67.32,32,0,9.24,clear sky
544,Yorkton,CA,51.2167,-102.4677,24.64,58,75,10.36,broken clouds
545,Paducah,US,37.0834,-88.6001,41.59,26,0,0.0,clear sky
546,Santa Marta,CO,11.2408,-74.199,88.9,68,18,11.01,few clouds
547,Monrovia,LR,6.3005,-10.7969,78.82,76,100,7.18,overcast clouds
548,Riwaka,NZ,-41.0833,173.0,63.01,83,100,1.01,overcast clouds
549,Eureka,US,40.8021,-124.1637,60.21,81,94,1.99,overcast clouds
550,Fort Nelson,CA,58.8053,-122.7002,21.94,77,75,0.0,broken clouds
551,Ochsenfurt,DE,49.6643,10.0623,42.44,89,100,14.81,overcast clouds
552,Uyuni,BO,-20.4597,-66.825,66.96,3,0,11.03,clear sky
553,Saint-Augustin,CA,51.226,-58.6502,20.88,82,100,12.62,overcast clouds
554,Mahanoro,MG,-19.9,48.8,74.46,90,98,12.93,overcast clouds
555,Shimoda,JP,34.6667,138.95,56.1,90,100,16.17,light rain
556,Sola,VU,-13.8833,167.55,82.06,74,22,10.22,few clouds
557,Isla Vista,US,34.4133,-119.861,75.99,22,0,4.61,clear sky
558,Buala,SB,-8.145,159.5921,79.97,77,92,8.08,overcast clouds
559,Dudinka,RU,69.4058,86.1778,-7.38,100,81,3.11,broken clouds
560,Umm Kaddadah,SD,13.6017,26.6876,72.7,15,0,11.1,clear sky
561,Sao Joao Da Barra,BR,-21.6403,-41.0511,82.49,74,24,11.88,few clouds
562,Mishelevka,RU,52.8575,103.1719,9.36,95,100,1.1,overcast clouds
563,Moranbah,AU,-22.0016,148.0466,77.63,77,98,9.35,overcast clouds
564,Mookane,BW,-23.688,26.6595,81.52,39,60,17.22,broken clouds
565,Muzhi,RU,65.3667,64.6667,19.35,92,100,13.06,light snow
566,Kununurra,AU,-15.7667,128.7333,78.78,94,100,0.0,overcast clouds
567,Oktyabrskoye,RU,43.0645,44.7417,46.54,81,64,8.95,broken clouds
568,Ampanihy,MG,-24.7,44.75,70.95,84,100,12.73,light rain
569,Galesong,ID,-5.3166,119.3661,75.22,79,100,4.09,overcast clouds
570,Assiniboia,CA,49.6334,-105.9845,31.82,55,100,14.97,overcast clouds
571,Deep River,CA,46.1001,-77.4995,19.94,38,100,13.56,overcast clouds
572,Goderich,CA,43.7501,-81.7165,28.9,58,100,20.71,overcast clouds
573,Newport,GB,51.5877,-2.9984,50.45,79,100,10.58,overcast clouds
574,Antofagasta,CL,-23.65,-70.4,67.28,71,5,9.95,clear sky
575,George Town,MY,5.4112,100.3354,81.23,90,40,3.44,light rain
576,Pedernales,DO,18.0384,-71.744,86.7,52,58,5.68,broken clouds
577,Comodoro Rivadavia,AR,-45.8667,-67.5,60.66,33,0,16.11,clear sky
578,Sucua,EC,-2.4667,-78.1667,79.54,65,75,5.75,light rain
579,Lerwick,GB,60.1545,-1.1494,44.6,67,100,28.23,overcast clouds
580,Shu,KZ,43.5983,73.7614,43.02,88,74,3.36,broken clouds
581,Lufilufi,WS,-13.8745,-171.5986,78.58,79,39,14.05,light rain
582,Obsharovka,RU,53.125,48.8531,33.48,99,100,3.04,overcast clouds
583,Walla Walla,US,46.0646,-118.343,46.45,93,100,3.44,overcast clouds
584,Athabasca,CA,54.7169,-113.2854,36.01,63,100,8.1,overcast clouds
585,Paramaribo,SR,5.8667,-55.1667,84.25,83,40,6.91,scattered clouds
586,Surt,LY,31.2089,16.5887,68.22,38,0,18.92,clear sky
587,Tura,IN,25.5198,90.2201,60.64,76,100,3.62,overcast clouds
588,Kuna,US,43.4918,-116.4201,34.41,53,0,8.05,clear sky
589,Mandalgovi,MN,45.7625,106.2708,19.67,50,0,5.95,clear sky
590,Viedma,AR,-40.8135,-62.9967,68.79,27,23,18.1,few clouds
591,Ambilobe,MG,-13.2,49.05,76.84,80,51,0.2,broken clouds
592,Prince Rupert,CA,54.3161,-130.3201,44.29,90,100,27.63,light rain
593,Tuy Hoa,VN,13.0833,109.3,74.21,96,100,4.7,overcast clouds
594,Ankpa,NG,7.3706,7.6253,79.54,37,20,2.66,few clouds
595,Maxixe,MZ,-23.8597,35.3472,73.09,59,60,13.91,broken clouds
596,Plettenberg Bay,ZA,-34.0527,23.3716,58.95,79,0,3.51,clear sky
597,Ruteng,ID,-8.6136,120.4721,62.1,91,70,0.51,broken clouds
598,San Jose,US,37.3394,-121.895,68.09,46,40,3.44,scattered clouds
599,Morant Bay,JM,17.8815,-76.4093,87.71,67,74,13.51,broken clouds
600,Maceio,BR,-9.6658,-35.7353,83.64,65,20,14.97,few clouds
601,Romitan,UZ,39.9343,64.3814,46.35,100,0,2.3,mist
602,Bayangol,RU,50.6977,103.4656,0.82,95,100,2.06,overcast clouds
603,Zhuhai,CN,22.2769,113.5678,75.85,78,0,6.91,clear sky
604,Corsicana,US,32.0954,-96.4689,51.26,34,0,5.75,clear sky
605,Alexandria,EG,31.2156,29.9553,71.31,59,100,12.66,overcast clouds
606,Shangzhi,CN,45.2167,127.9667,23.38,80,100,4.85,overcast clouds
607,Porto Novo,BJ,6.4965,2.6036,82.22,78,99,9.35,overcast clouds
608,Paramonga,PE,-10.6667,-77.8333,68.72,73,100,8.39,overcast clouds
609,Nelson Bay,AU,-32.7167,152.15,64.0,69,91,5.99,overcast clouds
610,Stornoway,GB,58.2093,-6.3865,42.76,89,75,5.75,light rain
611,Buarcos,PT,40.166,-8.8768,62.67,93,100,11.48,overcast clouds
612,Wesselsbron,ZA,-27.8549,26.3658,69.78,12,14,3.87,few clouds
613,Avera,US,33.194,-82.5271,47.55,31,100,7.05,overcast clouds
614,Chaupal,IN,30.95,77.5833,39.97,60,71,4.12,broken clouds
615,Nambiyur,IN,11.3667,77.3333,74.79,73,100,2.46,overcast clouds
616,Santa Cruz,BO,-17.8,-63.1667,92.66,49,40,19.57,scattered clouds
617,Smirnykh,RU,49.75,142.8333,32.76,95,100,3.4,overcast clouds
618,Udachnyy,RU,66.4167,112.4,-26.54,99,68,3.27,broken clouds
619,Sandwick,GB,60.0,-1.25,44.42,76,75,27.63,light rain
620,Yambio,SS,4.5721,28.3955,72.19,80,66,3.6,broken clouds
621,Praia Da Vitoria,PT,38.7333,-27.0667,70.05,78,75,10.94,broken clouds
622,Lasa,IT,46.6166,10.7002,38.28,71,27,2.55,scattered clouds
623,Torit,SS,4.4133,32.5678,75.36,71,77,2.46,light rain
624,Wahiawa,US,21.5028,-158.0236,77.32,72,84,13.73,broken clouds
625,Rio Grande,BR,-32.035,-52.0986,87.91,65,98,18.41,overcast clouds
626,Parambu,BR,-6.2111,-40.6944,93.07,24,82,5.17,broken clouds
627,Wucheng,CN,29.6008,118.175,56.53,95,0,1.81,clear sky
628,Baglung,NP,28.2719,83.5898,55.74,55,0,6.15,clear sky
629,Beira,MZ,-19.8436,34.8389,78.66,74,99,21.05,overcast clouds
630,Aguilas,ES,37.4063,-1.5829,62.92,58,0,5.12,clear sky
631,Gunjur,GM,13.2019,-16.7339,75.27,73,0,5.75,clear sky
632,Gimli,CA,50.6336,-96.9907,19.42,79,100,6.91,overcast clouds
633,Burns Lake,CA,54.2331,-125.7533,22.42,68,100,3.27,overcast clouds
634,Leshukonskoye,RU,64.8989,45.7622,29.43,97,100,5.73,overcast clouds
635,Sulphur,US,30.2366,-93.3774,57.18,43,0,11.5,clear sky
636,Avanigadda,IN,16.0215,80.9181,73.33,62,100,4.85,light rain
637,Puerto Maldonado,PE,-12.6,-69.1833,95.4,55,40,6.91,scattered clouds
638,Gedo,ET,9.0167,37.45,51.57,60,42,4.45,scattered clouds
639,Vadso,NO,70.0744,29.7487,26.76,86,75,5.75,broken clouds
640,Kudahuvadhoo,MV,2.6708,72.8944,81.72,75,38,15.14,scattered clouds
641,Manokwari,ID,-0.8667,134.0833,77.83,79,95,3.47,overcast clouds
642,La Ronge,CA,55.1001,-105.2842,23.25,54,75,12.66,broken clouds
643,Akwatia,GH,6.0402,-0.8088,75.58,89,99,2.62,light rain
644,Udarnyy,RU,54.3409,42.8611,28.63,97,100,1.97,overcast clouds
645,Grand Gaube,MU,-20.0064,57.6608,75.6,70,2,1.99,clear sky
646,Suntar,RU,62.1444,117.6319,-20.49,100,86,3.2,overcast clouds
647,Bugama,NG,4.7341,6.8635,80.94,77,100,9.98,overcast clouds
648,Boysun,UZ,38.2061,67.1986,44.31,55,2,2.86,clear sky
649,Sterling,US,39.0062,-77.4286,40.55,27,20,20.71,few clouds
650,Iracoubo,GF,5.4802,-53.2011,82.87,70,100,11.34,overcast clouds
651,Tarnogskiy Gorodok,RU,60.4997,43.5761,12.34,89,5,1.23,clear sky
652,Sorong,ID,-0.8833,131.25,77.83,85,100,4.54,overcast clouds
653,Kiama,AU,-34.6833,150.8667,65.37,50,97,15.01,overcast clouds
654,Babayurt,RU,43.6002,46.7789,54.72,75,35,7.54,scattered clouds
655,Kaduna,NG,10.5222,7.4383,77.52,24,15,8.95,few clouds
656,Mazatlan,MX,23.2167,-106.4167,85.96,68,0,12.66,clear sky
657,Sharjah,AE,25.3573,55.4033,82.38,57,0,10.36,clear sky
658,Raton,US,36.9034,-104.4391,48.54,18,0,5.75,clear sky
659,Keti Bandar,PK,24.1447,67.4497,78.37,69,0,7.34,clear sky
660,Pangai,TO,-19.8,-174.35,77.11,78,75,0.0,broken clouds
661,Bozdar,PK,27.1828,68.636,71.55,29,0,7.43,clear sky
662,Warrnambool,AU,-38.3833,142.4833,46.83,78,100,26.89,overcast clouds
663,Nova Olimpia,BR,-14.7972,-57.2881,95.9,36,17,6.13,few clouds
664,Kapit,MY,2.0167,112.9333,73.02,98,100,0.92,overcast clouds
665,Orhei,MD,47.3831,28.8231,34.79,98,100,1.83,overcast clouds
666,Stillwater,US,36.1156,-97.0584,51.12,32,0,11.5,clear sky
667,Permet,AL,40.2336,20.3517,55.9,94,100,6.26,heavy intensity rain
668,Hualmay,PE,-11.0964,-77.6139,68.65,73,88,7.52,overcast clouds
669,Pucallpa,PE,-8.3791,-74.5539,91.44,55,40,9.22,scattered clouds
670,Yaan,NG,7.3833,8.5667,83.25,28,45,2.91,scattered clouds
671,Pareora,NZ,-44.4871,171.2132,59.18,97,43,4.72,scattered clouds
672,Xapuri,BR,-10.6517,-68.5044,93.25,40,90,4.34,overcast clouds
673,Waipawa,NZ,-41.4122,175.5153,61.25,71,4,13.06,clear sky
674,Coracora,PE,-15.0333,-73.7833,65.84,29,50,14.56,scattered clouds
675,Morgan City,US,29.6994,-91.2068,55.99,50,0,13.8,clear sky
676,Bentiu,SS,9.2333,29.8333,77.52,28,10,4.34,clear sky
677,Naliya,IN,23.2667,68.8333,75.85,43,0,5.26,clear sky
678,Bataipora,BR,-22.2953,-53.2711,95.85,26,5,2.3,clear sky
679,Zalantun,CN,48.0,122.7167,13.12,63,0,7.81,clear sky
680,Izhma,RU,65.0083,53.9113,32.77,95,100,9.53,overcast clouds
681,Abu Samrah,SY,35.3029,37.1841,61.34,52,32,4.83,scattered clouds
682,Okhotsk,RU,59.3833,143.3,17.65,94,100,12.53,light snow
683,Te Anau,NZ,-45.4167,167.7167,54.41,90,100,0.85,light rain
684,Urengoy,RU,65.9667,78.3667,-20.25,99,97,6.8,overcast clouds
685,Erenhot,CN,43.6475,111.9767,22.28,38,0,6.2,clear sky
686,Walvis Bay,NA,-22.9575,14.5053,63.55,72,87,6.91,overcast clouds
687,Itacoatiara,BR,-3.1431,-58.4442,97.92,30,43,2.01,scattered clouds
688,Tirumakudal Narsipur,IN,12.21,76.9064,60.73,72,100,1.66,overcast clouds
689,Nemuro,JP,43.3236,145.575,50.63,71,100,19.95,overcast clouds
690,Namatanai,PG,-3.6667,152.4333,80.15,72,100,8.21,overcast clouds
691,Edendale,ZA,-29.6528,30.3147,55.98,93,76,1.34,broken clouds
692,Krasnogorskoye,RU,52.2953,86.1979,4.17,98,87,2.19,overcast clouds
